FULL_ADDRESS,PRICE,BEDS,BATHS,SQUARE_FEET,PRICE_PER_SQFT,STREET,CITY,ZIP_CODE,LATITUDE,LONGITUDE,LOT_SIZE,YEAR_BUILT,HOA_PER_MONTH,HOA_30_YEARS,MORTGAGE_RATE_24_APRIL_2025,CLOSING_COST,DOWNPAYMENT_20PERCENT,LOAN_AMOUNT,LOAN_TENURE_MONTHS,MONTHLY_EMI,TOTAL_INTEREST_30_YEARS,AVERAGE_YEARLY_ZHVI_PERCENTAGE_CHANGE,ESTIMATED_HOME_VALUE_APPRECIATED_AFTER_30_YEARS,ANNUAL_PROPERTY_TAXES,ESTIMATED_PROPERTY_TAXES_AFTER_30_YEARS,AVERAGE_ANNUAL_INSURANCE_COST,ESTIMATED_INSURANCE_COST_AFTER_30_YEARS,ESTIMATED_HOME_MAINTENANCE_AFTER_30_YEARS,TOTAL_COSTS_AFTER_30_YEARS,ESTIMATED_NET_VALUE_GAIN_AFTER_30_YEARS,REITS_INVESTMENT_30_YEARS_WITH_COMPOUNDING_INTEREST,ESTIMATED_FTSE_NAREIT_30_YEARS_RETURNS
"513 W Commonwealth Ave, Alhambra, CA 91801","$825,000",2,1,878,$939.64,W Commonwealth Ave,Alhambra,91801,34.0894827,-118.130845,"2,446",1954,$0,$0,6.81%,"$28,875.00","$165,000","$660,000",360,"$4,307.10","$890,557.26",6.56%,"$1,622,717.96",1.18%,"$394,930.25","$1,483.00","$44,490.00","$26,340.00","$1,385,192.51","$72,525.45",538.48%,"$888,485.39"
"802 S Olive Ave, Alhambra, CA 91803","$788,000",3,2,908,$867.84,S Olive Ave,Alhambra,91803,34.0834994,-118.1352745,"3,120",1923,$0,$0,6.81%,"$27,580.00","$157,600","$630,400",360,"$4,113.94","$850,617.12",6.76%,"$1,598,057.17",1.18%,"$377,218.23","$1,491.00","$44,730.00","$27,240.00","$1,327,385.34","$113,071.83",538.48%,"$848,638.17"
"1020 S Marengo Ave #3, Alhambra, CA 91803","$675,000",3,3,"1,260",$535.71,S Marengo Ave #3,Alhambra,91803,34.0802978,-118.1415413,"70,437",1984,$470,"$169,200",6.81%,"$23,625.00","$135,000","$540,000",360,"$3,523.99","$728,637.76",6.76%,"$1,368,894.15",1.18%,"$323,124.75","$1,491.00","$44,730.00","$37,800.00","$1,327,117.51","-$93,223.36",538.48%,"$726,942.59"
"1316 Edgewood Dr, Alhambra, CA 91803","$1,120,000",6,3,"2,300",$486.96,Edgewood Dr,Alhambra,91803,34.078497,-118.1483362,"6,952",1930,$0,$0,6.81%,"$39,200.00","$224,000","$896,000",360,"$5,847.22","$1,208,998.95",6.76%,"$2,271,350.29",1.18%,"$536,147.73","$1,491.00","$44,730.00","$69,000.00","$1,898,076.68","$149,273.61",538.48%,"$1,206,186.23"
"1220 W Shorb St, Alhambra, CA 91803","$888,000",2,3,"1,321",$672.22,W Shorb St,Alhambra,91803,34.0791823,-118.1374059,"4,814",1949,$0,$0,6.81%,"$31,080.00","$177,600","$710,400",360,"$4,636.01","$958,563.45",6.76%,"$1,800,856.30",1.18%,"$425,088.56","$1,491.00","$44,730.00","$39,630.00","$1,499,092.01","$124,164.29",538.48%,"$956,333.37"
"823 S Chapel Ave #24, Alhambra, CA 91801","$532,000",2,2,872,$610.09,S Chapel Ave #24,Alhambra,91801,34.0866825,-118.1203357,"38,967",1972,$240,"$86,400",6.81%,"$18,620.00","$106,400","$425,600",360,"$2,777.43","$574,274.50",6.56%,"$1,046,407.22",1.18%,"$254,670.17","$1,483.00","$44,490.00","$26,160.00","$1,004,614.67","-$64,607.46",538.48%,"$572,938.46"
"100 E Huntington Dr, Alhambra, CA 91801","$1,295,000",3,3,"1,795",$721.45,E Huntington Dr,Alhambra,91801,34.096539,-118.155495,"9,400",1948,$0,$0,6.81%,"$45,325.00","$259,000","$1,036,000",360,"$6,760.85","$1,397,905.03",6.56%,"$2,547,175.46",1.18%,"$619,920.82","$1,483.00","$44,490.00","$53,850.00","$2,161,490.85","$126,684.61",538.48%,"$1,394,652.83"
"1421 E Norwood Pl, Alhambra, CA 91801","$1,050,000",3,2,"1,737",$604.49,E Norwood Pl,Alhambra,91801,34.0766281,-118.108531,"6,465",1947,$0,$0,6.81%,"$36,750.00","$210,000","$840,000",360,"$5,481.77","$1,133,436.51",6.56%,"$2,065,277.40",1.18%,"$502,638.50","$1,483.00","$44,490.00","$52,110.00","$1,769,425.02","$85,852.39",538.48%,"$1,130,799.59"
"428 N Garfield Ave, Alhambra, CA 91801","$1,625,000",8,5,"4,226",$384.52,N Garfield Ave,Alhambra,91801,34.1001719,-118.1300108,"7,493",1963,$0,$0,6.81%,"$56,875.00","$325,000","$1,300,000",360,"$8,483.69","$1,754,127.94",6.56%,"$3,196,262.65",1.18%,"$777,892.92","$1,483.00","$44,490.00","$126,780.00","$2,760,165.86","$111,096.79",538.48%,"$1,750,046.98"
"926 N Garfield Ave, Alhambra, CA 91801","$3,388,000",13,12,"6,160",$550.00,N Garfield Ave,Alhambra,91801,34.1041885,-118.1329804,"7,435",1989,$0,$0,6.81%,"$118,580.00","$677,600","$2,710,400",360,"$17,687.84","$3,657,221.82",6.56%,"$6,663,961.75",1.18%,"$1,621,846.90","$1,483.00","$44,490.00","$184,800.00","$5,626,938.72","$359,423.04",538.48%,"$3,648,713.34"
"2415 S Fremont Ave, Alhambra, CA 91803","$675,000",2,1,672,"$1,004.46",S Fremont Ave,Alhambra,91803,34.0650817,-118.1483888,"3,398",1924,$0,$0,6.81%,"$23,625.00","$135,000","$540,000",360,"$3,523.99","$728,637.76",6.76%,"$1,368,894.15",1.18%,"$323,124.75","$1,491.00","$44,730.00","$20,160.00","$1,140,277.51","$93,616.64",538.48%,"$726,942.59"
"999 E Valley Blvd #75, Alhambra, CA 91801","$535,000",1,1,809,$661.31,E Valley Blvd #75,Alhambra,91801,34.0804612,-118.1131252,"464,984",1966,$267,"$96,120",6.81%,"$18,725.00","$107,000","$428,000",360,"$2,793.09","$577,512.89",6.56%,"$1,052,308.01",1.18%,"$256,106.28","$1,483.00","$44,490.00","$24,270.00","$1,017,224.17","-$71,916.16",538.48%,"$576,169.31"
"1613 S Atlantic Blvd., #A, Alhambra, CA 91803","$930,000",3,3,"1,957",$475.22,"S Atlantic Blvd., #A",Alhambra,91803,34.0753339,-118.1350134,"11,061",2003,$120,"$43,200",6.81%,"$32,550.00","$186,000","$744,000",360,"$4,855.28","$1,003,900.91",6.76%,"$1,886,031.94",1.18%,"$445,194.10","$1,491.00","$44,730.00","$58,710.00","$1,628,285.01","$71,746.93",538.48%,"$1,001,565.35"
"1605 S Atlantic Blvd, Alhambra, CA 91803","$3,400,000",10,8,"6,415",$530.01,S Atlantic Blvd,Alhambra,91803,34.0756084,-118.1347724,"22,847",1947,$0,$0,6.81%,"$119,000.00","$680,000","$2,720,000",360,"$17,750.49","$3,670,175.38",6.76%,"$6,895,170.53",1.18%,"$1,627,591.34","$1,491.00","$44,730.00","$192,450.00","$5,653,946.72","$561,223.82",538.48%,"$3,661,636.77"
"1404 Violeta Dr, Alhambra, CA 91801","$1,300,000",5,3,"1,711",$759.79,Violeta Dr,Alhambra,91801,34.0768907,-118.1093084,"6,108",1947,$0,$0,6.81%,"$45,500.00","$260,000","$1,040,000",360,"$6,786.95","$1,403,302.35",6.56%,"$2,557,010.12",1.18%,"$622,314.34","$1,483.00","$44,490.00","$51,330.00","$2,166,936.69","$130,073.43",538.48%,"$1,400,037.59"
"115 N Marguerita Ave, Alhambra, CA 91801","$3,190,000",13,7,"5,045",$632.31,N Marguerita Ave,Alhambra,91801,34.0934458,-118.1386942,"7,666",1964,$0,$0,6.81%,"$111,650.00","$638,000","$2,552,000",360,"$16,654.13","$3,443,488.08",6.56%,"$6,274,509.44",1.18%,"$1,527,063.64","$1,483.00","$44,490.00","$151,350.00","$5,278,041.71","$358,467.73",538.48%,"$3,435,476.85"
"88 E Bay State St Unit 1F, Alhambra, CA 91801","$840,000",2,3,"1,650",$509.09,E Bay State St Unit 1F,Alhambra,91801,34.093621,-118.124043,"28,935",2006,$415,"$149,400",6.81%,"$29,400.00","$168,000","$672,000",360,"$4,385.41","$906,749.21",6.56%,"$1,652,221.92",1.18%,"$402,110.80","$1,483.00","$44,490.00","$49,500.00","$1,581,650.01","-$97,428.09",538.48%,"$904,639.67"
"999 E Valley Blvd #114, Alhambra, CA 91801","$525,000",1,1,809,$648.95,E Valley Blvd #114,Alhambra,91801,34.0804612,-118.1131252,"464,984",1966,$267,"$96,120",6.81%,"$18,375.00","$105,000","$420,000",360,"$2,740.88","$566,718.26",6.56%,"$1,032,638.70",1.18%,"$251,319.25","$1,483.00","$44,490.00","$24,270.00","$1,001,292.51","-$73,653.81",538.48%,"$565,399.79"
"1024 S Marengo Ave #6, Alhambra, CA 91803","$659,000",3,3,"1,220",$540.16,S Marengo Ave #6,Alhambra,91803,34.0799986,-118.1416696,"70,437",1984,$463,"$166,680",6.81%,"$23,065.00","$131,800","$527,200",360,"$3,440.46","$711,366.35",6.76%,"$1,336,446.29",1.18%,"$315,465.50","$1,491.00","$44,730.00","$36,600.00","$1,297,906.84","-$93,260.55",538.48%,"$709,711.36"
"1901 La Paloma Ave, Alhambra, CA 91803","$999,000",4,3,"1,614",$618.96,La Paloma Ave,Alhambra,91803,34.0713236,-118.1519931,"4,559",1950,$0,$0,6.81%,"$34,965.00","$199,800","$799,200",360,"$5,215.51","$1,078,383.88",6.76%,"$2,025,963.34",1.18%,"$478,224.63","$1,491.00","$44,730.00","$48,420.00","$1,684,723.51","$141,439.83",538.48%,"$1,075,875.04"
"312-314 N Primrose Ave, Alhambra, CA 91801","$1,675,000",3,4,"2,016",$830.85,N Primrose Ave,Alhambra,91801,34.0979962,-118.1488713,"8,231",1923,$0,$0,6.81%,"$58,625.00","$335,000","$1,340,000",360,"$8,744.73","$1,808,101.11",6.56%,"$3,294,609.19",1.18%,"$801,828.09","$1,483.00","$44,490.00","$60,480.00","$2,773,524.19","$186,085.00",538.48%,"$1,803,894.58"
"1515 W Commonwealth Ave, Alhambra, CA 91803","$2,875,000",14,8,"6,392",$449.78,W Commonwealth Ave,Alhambra,91803,34.087716,-118.14028,"7,168",1951,$0,$0,6.81%,"$100,625.00","$575,000","$2,300,000",360,"$15,009.60","$3,103,457.12",6.76%,"$5,830,475.08",1.18%,"$1,376,272.09","$1,491.00","$44,730.00","$191,760.00","$4,816,844.21","$438,630.88",538.48%,"$3,096,236.97"
"912 E Beacon St, Alhambra, CA 91801","$945,000",4,2,"1,282",$737.13,E Beacon St,Alhambra,91801,34.0952982,-118.1140975,"8,103",1922,$0,$0,6.81%,"$33,075.00","$189,000","$756,000",360,"$4,933.59","$1,020,092.86",6.56%,"$1,858,749.66",1.18%,"$452,374.65","$1,483.00","$44,490.00","$38,460.00","$1,588,492.51","$81,257.15",538.48%,"$1,017,719.63"
"410 W Main St #231, Alhambra, CA 91801","$1,100,000",2,2,"2,080",$528.85,W Main St #231,Alhambra,91801,34.0926348,-118.1317813,"28,453",2013,$500,"$180,000",6.81%,"$38,500.00","$220,000","$880,000",360,"$5,742.80","$1,187,409.68",6.56%,"$2,163,623.95",1.18%,"$526,573.67","$1,483.00","$44,490.00","$62,400.00","$2,039,373.35","-$95,749.40",538.48%,"$1,184,647.19"
"905 S 2nd St Unit D, Alhambra, CA 91801","$748,000",3,3,"1,438",$520.17,S 2nd St Unit D,Alhambra,91801,34.0858762,-118.1259729,"15,572",1989,$250,"$90,000",6.81%,"$26,180.00","$149,600","$598,400",360,"$3,905.11","$807,438.58",6.56%,"$1,471,264.28",1.18%,"$358,070.09","$1,483.00","$44,490.00","$43,140.00","$1,369,318.68","-$47,654.39",538.48%,"$805,560.09"
"2500 Aurora Ter, Alhambra, CA 91803","$925,000",3,3,"1,331",$694.97,Aurora Ter,Alhambra,91803,34.0670842,-118.1493039,"5,069",1940,$0,$0,6.81%,"$32,375.00","$185,000","$740,000",360,"$4,829.18","$998,503.60",6.76%,"$1,875,891.98",1.18%,"$442,800.58","$1,491.00","$44,730.00","$39,930.00","$1,558,339.18","$132,552.80",538.48%,"$996,180.59"
"22 N Electric Ave, Alhambra, CA 91801","$2,480,000",9,5,"3,840",$645.83,N Electric Ave,Alhambra,91801,34.092386,-118.139231,"7,621",1948,$0,$0,6.81%,"$86,800.00","$496,000","$1,984,000",360,"$12,947.41","$2,677,069.10",6.56%,"$4,877,988.53",1.18%,"$1,187,184.27","$1,483.00","$44,490.00","$115,200.00","$4,110,743.37","$271,245.16",538.48%,"$2,670,840.94"
"437 S 1st St, Alhambra, CA 91801","$1,950,000",7,7,"3,662",$532.50,S 1st St,Alhambra,91801,34.0893456,-118.1245977,"7,499",1979,$0,$0,6.81%,"$68,250.00","$390,000","$1,560,000",360,"$10,180.43","$2,104,953.53",6.56%,"$3,835,515.18",1.18%,"$933,471.50","$1,483.00","$44,490.00","$109,860.00","$3,261,025.03","$184,490.15",538.48%,"$2,100,056.38"
"3 Southwind, Aliso Viejo, CA 92656","$795,000",2,3,"1,291",$615.80,Southwind,Aliso Viejo,92656,33.5821469,-117.7218026,"2,365",1990,$376,"$135,360",6.81%,"$27,825.00","$159,000","$636,000",360,"$4,150.48","$858,173.36",6.33%,"$1,508,675.80",1.06%,"$342,189.72","$1,699.00","$50,970.00","$38,730.00","$1,453,248.08","-$103,572.28",538.48%,"$856,176.83"
"2 Astoria Ct, Aliso Viejo, CA 92656","$1,120,000",3,3,"1,545",$724.92,Astoria Ct,Aliso Viejo,92656,33.5684141,-117.7341066,"5,869",1997,$277,"$99,720",6.81%,"$39,200.00","$224,000","$896,000",360,"$5,847.22","$1,208,998.95",6.33%,"$2,125,430.05",1.06%,"$482,078.60","$1,699.00","$50,970.00","$46,350.00","$1,927,317.55","-$25,887.49",538.48%,"$1,206,186.23"
"3 Vantis Dr, Aliso Viejo, CA 92656","$949,000",2,3,"1,605",$591.28,Vantis Dr,Aliso Viejo,92656,33.577325,-117.729291,"29,982",2013,$572,"$205,920",6.81%,"$33,215.00","$189,800","$759,200",360,"$4,954.47","$1,024,410.72",6.33%,"$1,800,922.43",1.06%,"$408,475.53","$1,699.00","$50,970.00","$48,150.00","$1,771,141.24","-$160,018.81",538.48%,"$1,022,027.44"
"45 Wisteria Pl, Aliso Viejo, CA 92656","$720,000",2,2,"1,047",$687.68,Wisteria Pl,Aliso Viejo,92656,33.5744437,-117.7229805,"845,174",1990,$533,"$191,880",6.81%,"$25,200.00","$144,000","$576,000",360,"$3,758.93","$777,213.61",6.33%,"$1,366,347.89",1.06%,"$309,907.67","$1,699.00","$50,970.00","$31,410.00","$1,386,581.28","-$164,233.39",538.48%,"$775,405.43"
"7 Dusk Way, Aliso Viejo, CA 92656","$1,788,000",4,3,"2,300",$777.39,Dusk Way,Aliso Viejo,92656,33.5718492,-117.7366409,"3,528",1999,$124,"$44,640",6.81%,"$62,580.00","$357,600","$1,430,400",360,"$9,334.67","$1,930,080.46",6.33%,"$3,393,097.26",1.06%,"$769,604.05","$1,699.00","$50,970.00","$69,000.00","$2,926,874.51","$108,622.75",538.48%,"$1,925,590.16"
"62 Egret Ln, Aliso Viejo, CA 92656","$1,448,800",3,3,"1,752",$826.94,Egret Ln,Aliso Viejo,92656,33.6031046,-117.7371512,"3,355",1994,$126,"$45,360",6.81%,"$50,708.00","$289,760","$1,159,040",360,"$7,563.80","$1,563,926.50",6.33%,"$2,749,395.59",1.06%,"$623,603.10","$1,699.00","$50,970.00","$52,560.00","$2,387,127.60","$72,507.99",538.48%,"$1,560,288.04"
"24352 Berrendo #4, Aliso Viejo, CA 92656","$740,000",2,2,988,$748.99,Berrendo #4,Aliso Viejo,92656,33.5772025,-117.7043175,"190,584",1989,$147,"$52,920",6.81%,"$25,900.00","$148,000","$592,000",360,"$3,863.34","$798,802.88",6.33%,"$1,404,302.00",1.06%,"$318,516.22","$1,699.00","$50,970.00","$29,640.00","$1,276,749.09","-$20,447.09",538.48%,"$796,944.47"
"24882 Via San Rafael, Aliso Viejo, CA 92656","$695,000",3,2,"1,240",$560.48,Via San Rafael,Aliso Viejo,92656,33.600796,-117.7224068,"2,220",1971,$588,"$211,680",6.81%,"$24,325.00","$139,000","$556,000",360,"$3,628.41","$750,227.03",6.33%,"$1,318,905.26",1.06%,"$299,146.99","$1,699.00","$50,970.00","$37,200.00","$1,373,549.01","-$193,643.76",538.48%,"$748,481.63"
"2 Windstar, Aliso Viejo, CA 92656","$1,495,000",3,3,"1,836",$814.27,Windstar,Aliso Viejo,92656,33.5897535,-117.7342857,"5,400",1991,$163,"$58,680",6.81%,"$52,325.00","$299,000","$1,196,000",360,"$7,804.99","$1,613,797.70",6.33%,"$2,837,069.58",1.06%,"$643,488.84","$1,699.00","$50,970.00","$55,080.00","$2,474,341.55","$63,728.03",538.48%,"$1,610,043.23"
"179 Montara Dr, Aliso Viejo, CA 92656","$928,000",3,3,"1,476",$628.73,Montara Dr,Aliso Viejo,92656,33.588821,-117.7191719,"510,433",1994,$442,"$159,120",6.81%,"$32,480.00","$185,600","$742,400",360,"$4,844.84","$1,001,741.99",6.33%,"$1,761,070.62",1.06%,"$399,436.55","$1,699.00","$50,970.00","$44,280.00","$1,688,028.54","-$112,557.92",538.48%,"$999,411.45"
"17 Breakers Ln, Aliso Viejo, CA 92656","$895,000",3,3,"1,348",$663.95,Breakers Ln,Aliso Viejo,92656,33.5825227,-117.7371321,"658,990",1995,$518,"$186,480",6.81%,"$31,325.00","$179,000","$716,000",360,"$4,672.55","$966,119.70",6.33%,"$1,698,446.34",1.06%,"$385,232.45","$1,699.00","$50,970.00","$40,440.00","$1,660,567.15","-$141,120.81",538.48%,"$963,872.03"
"199 Las Flores, Aliso Viejo, CA 92656","$1,149,000",2,3,"1,100","$1,044.55",Las Flores,Aliso Viejo,92656,33.5529954,-117.7230155,"112,766",1996,$244,"$87,840",6.81%,"$40,215.00","$229,800","$919,200",360,"$5,998.62","$1,240,303.39",6.33%,"$2,180,463.51",1.06%,"$494,560.99","$1,699.00","$50,970.00","$33,000.00","$1,946,889.38","$3,774.13",538.48%,"$1,237,417.84"
"56 Coventry Ln #293, Aliso Viejo, CA 92656","$499,000",1,1,685,$728.47,Coventry Ln #293,Aliso Viejo,92656,33.5701014,-117.7094907,"124,296",1985,$473,"$170,280",6.81%,"$17,465.00","$99,800","$399,200",360,"$2,605.15","$538,652.21",6.33%,"$946,955.00",1.06%,"$214,783.23","$1,699.00","$50,970.00","$20,550.00","$1,012,700.44","-$165,545.45",538.48%,"$537,399.04"
"105 Whippoorwill Ln, Aliso Viejo, CA 92656","$499,000",1,1,622,$802.25,Whippoorwill Ln,Aliso Viejo,92656,33.59916,-117.74307,"137,315",1990,$493,"$177,480",6.81%,"$17,465.00","$99,800","$399,200",360,"$2,605.15","$538,652.21",6.33%,"$946,955.00",1.06%,"$214,783.23","$1,699.00","$50,970.00","$18,660.00","$1,018,010.44","-$170,855.45",538.48%,"$537,399.04"
"58 Sandpiper Ln, Aliso Viejo, CA 92656","$529,000",1,1,622,$850.48,Sandpiper Ln,Aliso Viejo,92656,33.5998235,-117.7443595,"191,484",1989,$481,"$173,160",6.81%,"$18,515.00","$105,800","$423,200",360,"$2,761.77","$571,036.11",6.33%,"$1,003,886.16",1.06%,"$227,696.05","$1,699.00","$50,970.00","$18,660.00","$1,060,037.16","-$161,951.00",538.48%,"$569,707.60"
"3 Hillrose, Aliso Viejo, CA 92656","$685,000",2,2,934,$733.40,Hillrose,Aliso Viejo,92656,33.591391,-117.722466,"130,546",1988,$517,"$186,120",6.81%,"$23,975.00","$137,000","$548,000",360,"$3,576.20","$739,432.39",6.33%,"$1,299,928.20",1.06%,"$294,842.71","$1,699.00","$50,970.00","$28,020.00","$1,323,360.11","-$160,431.90",538.48%,"$737,712.11"
"66 Vellisimo Dr, Aliso Viejo, CA 92656","$868,000",3,2,"1,335",$650.19,Vellisimo Dr,Aliso Viejo,92656,33.570581,-117.74033,"94,830",2000,$506,"$182,160",6.81%,"$30,380.00","$173,600","$694,400",360,"$4,531.59","$936,974.18",6.33%,"$1,647,208.29",1.06%,"$373,610.91","$1,699.00","$50,970.00","$40,050.00","$1,614,145.10","-$140,536.81",538.48%,"$934,794.33"
"23395 El Reposa, Aliso Viejo, CA 92656","$699,999",3,2,"1,240",$564.52,El Reposa,Aliso Viejo,92656,33.601128,-117.7215,"2,447",1971,$588,"$211,680",6.81%,"$24,499.97","$140,000","$559,999",360,"$3,654.51","$755,623.26",6.33%,"$1,328,391.89",1.06%,"$301,298.69","$1,699.00","$50,970.00","$37,200.00","$1,381,271.92","-$192,879.84",538.48%,"$753,865.32"
"1 Brandy Ln #23, Aliso Viejo, CA 92656","$499,000",1,1,685,$728.47,Brandy Ln #23,Aliso Viejo,92656,33.5709856,-117.7119855,"143,620",1981,$407,"$146,520",6.81%,"$17,465.00","$99,800","$399,200",360,"$2,605.15","$538,652.21",6.33%,"$946,955.00",1.06%,"$214,783.23","$1,699.00","$50,970.00","$20,550.00","$988,940.44","-$141,785.45",538.48%,"$537,399.04"
"8 Carey Ct, Aliso Viejo, CA 92656","$1,035,000",3,3,"1,400",$739.29,Carey Ct,Aliso Viejo,92656,33.565885,-117.736109,"2,000",1996,$277,"$99,720",6.81%,"$36,225.00","$207,000","$828,000",360,"$5,403.46","$1,117,244.56",6.33%,"$1,964,125.09",1.06%,"$445,492.28","$1,699.00","$50,970.00","$42,000.00","$1,791,651.84","-$34,526.75",538.48%,"$1,114,645.31"
"22681 Oakgrove #133, Aliso Viejo, CA 92656","$685,000",2,2,"1,007",$680.24,Oakgrove #133,Aliso Viejo,92656,33.5695143,-117.7355954,"265,743",1988,$466,"$167,760",6.81%,"$23,975.00","$137,000","$548,000",360,"$3,576.20","$739,432.39",6.33%,"$1,299,928.20",1.06%,"$294,842.71","$1,699.00","$50,970.00","$30,210.00","$1,307,190.11","-$144,261.90",538.48%,"$737,712.11"
"31 Cabrillo Ter, Aliso Viejo, CA 92656","$1,750,000",4,3,"3,217",$543.99,Cabrillo Ter,Aliso Viejo,92656,33.5983854,-117.7250355,"3,420",2009,$321,"$115,560",6.81%,"$61,250.00","$350,000","$1,400,000",360,"$9,136.28","$1,889,060.86",6.33%,"$3,320,984.46",1.06%,"$753,247.81","$1,699.00","$50,970.00","$96,510.00","$2,966,598.67","$4,385.79",538.48%,"$1,884,665.98"
"12 Lyon Rdg, Aliso Viejo, CA 92656","$1,900,000",5,3,"3,047",$623.56,Lyon Rdg,Aliso Viejo,92656,33.5559796,-117.7255114,"4,111",1999,$219,"$78,840",6.81%,"$66,500.00","$380,000","$1,520,000",360,"$9,919.39","$2,050,980.36",6.33%,"$3,605,640.27",1.06%,"$817,811.91","$1,699.00","$50,970.00","$91,410.00","$3,156,512.27","$69,128.00",538.48%,"$2,046,208.78"
"121 Montara Dr, Aliso Viejo, CA 92656","$949,000",2,2,"1,563",$607.17,Montara Dr,Aliso Viejo,92656,33.5878313,-117.7198696,"510,433",1998,$465,"$167,400",6.81%,"$33,215.00","$189,800","$759,200",360,"$4,954.47","$1,024,410.72",6.33%,"$1,800,922.43",1.06%,"$408,475.53","$1,699.00","$50,970.00","$46,890.00","$1,731,361.24","-$120,238.81",538.48%,"$1,022,027.44"
"9 Cranwell, Aliso Viejo, CA 92656","$1,559,900",4,3,"2,109",$739.64,Cranwell,Aliso Viejo,92656,33.564784,-117.735763,"3,500",1997,$155,"$55,800",6.81%,"$54,596.50","$311,980","$1,247,920",360,"$8,143.82","$1,683,854.87",6.33%,"$2,960,230.66",1.06%,"$671,423.58","$1,699.00","$50,970.00","$63,270.00","$2,579,914.95","$68,335.71",538.48%,"$1,679,937.41"
"183 Cinnamon Teal, Aliso Viejo, CA 92656","$510,000",1,1,622,$819.94,Cinnamon Teal,Aliso Viejo,92656,33.5999137,-117.7458717,"194,832",1989,$489,"$176,040",6.81%,"$17,850.00","$102,000","$408,000",360,"$2,662.57","$550,526.31",6.33%,"$967,829.76",1.06%,"$219,517.93","$1,699.00","$50,970.00","$18,660.00","$1,033,564.24","-$167,734.48",538.48%,"$549,245.52"
"91 Cloudcrest, Aliso Viejo, CA 92656","$829,000",2,2,"1,047",$791.79,Cloudcrest,Aliso Viejo,92656,33.5839476,-117.7163418,"441,898",1989,$476,"$171,360",6.81%,"$29,015.00","$165,800","$663,200",360,"$4,327.99","$894,875.11",6.33%,"$1,573,197.78",1.06%,"$356,824.25","$1,699.00","$50,970.00","$31,410.00","$1,534,454.36","-$127,056.58",538.48%,"$892,793.20"
"27 Santa Barbara, Aliso Viejo, CA 92656","$2,975,000",4,5,"3,827",$777.37,Santa Barbara,Aliso Viejo,92656,33.599714,-117.7256396,"5,870",2007,$321,"$115,560",6.81%,"$104,125.00","$595,000","$2,380,000",360,"$15,531.68","$3,211,403.46",6.33%,"$5,645,673.58",1.06%,"$1,280,521.28","$1,699.00","$50,970.00","$114,810.00","$4,877,389.73","$173,283.84",538.48%,"$3,203,932.17"
"15 Destiny Way, Aliso Viejo, CA 92656","$825,000",2,3,"1,303",$633.15,Destiny Way,Aliso Viejo,92656,33.5673164,-117.7206581,"3,267",1996,$390,"$140,400",6.81%,"$28,875.00","$165,000","$660,000",360,"$4,307.10","$890,557.26",6.33%,"$1,565,606.96",1.06%,"$355,102.54","$1,699.00","$50,970.00","$39,090.00","$1,504,994.80","-$104,387.84",538.48%,"$888,485.39"
"5 Via Athena, Aliso Viejo, CA 92656","$968,000",2,3,"1,260",$768.25,Via Athena,Aliso Viejo,92656,33.5976775,-117.7220115,"43,153",1989,$479,"$172,440",6.81%,"$33,880.00","$193,600","$774,400",360,"$5,053.67","$1,044,920.52",6.33%,"$1,836,978.83",1.06%,"$416,653.65","$1,699.00","$50,970.00","$37,800.00","$1,756,664.17","-$113,285.33",538.48%,"$1,042,489.53"
"47 Solitaire Ln, Aliso Viejo, CA 92656","$3,500,000",4,3,"3,827",$914.55,Solitaire Ln,Aliso Viejo,92656,33.5996544,-117.7382765,"16,172",1994,$132,"$47,520",6.81%,"$122,500.00","$700,000","$2,800,000",360,"$18,272.56","$3,778,121.71",6.33%,"$6,641,968.92",1.06%,"$1,506,495.62","$1,699.00","$50,970.00","$114,810.00","$5,620,417.33","$321,551.58",538.48%,"$3,769,331.97"
"24 Beacon Way, Aliso Viejo, CA 92656","$1,128,500",3,3,"1,931",$584.41,Beacon Way,Aliso Viejo,92656,33.5794655,-117.7281696,"13,827",2013,$566,"$203,760",6.81%,"$39,497.50","$225,700","$902,800",360,"$5,891.60","$1,218,174.39",6.33%,"$2,141,560.55",1.06%,"$485,737.23","$1,699.00","$50,970.00","$57,930.00","$2,056,069.12","-$140,208.57",538.48%,"$1,215,340.32"
"45 Night Heron Ln, Aliso Viejo, CA 92656","$749,900",2,3,"1,152",$650.95,Night Heron Ln,Aliso Viejo,92656,33.6030458,-117.7420303,"2,604",1995,$639,"$230,040",6.81%,"$26,246.50","$149,980","$599,920",360,"$3,915.03","$809,489.56",6.33%,"$1,423,089.28",1.06%,"$322,777.45","$1,699.00","$50,970.00","$34,560.00","$1,474,083.51","-$200,974.23",538.48%,"$807,606.30"
"21 Alisal Ct, Aliso Viejo, CA 92656","$2,998,000",4,4,"3,337",$898.41,Alisal Ct,Aliso Viejo,92656,33.597892,-117.7300445,"6,825",2013,$296,"$106,560",6.81%,"$104,930.00","$599,600","$2,398,400",360,"$15,651.75","$3,236,231.11",6.33%,"$5,689,320.80",1.06%,"$1,290,421.11","$1,699.00","$50,970.00","$100,110.00","$4,889,222.22","$200,498.58",538.48%,"$3,228,702.07"
