FULL_ADDRESS,RENT_PER_MONTH,BEDS,BATHS,SQUARE_FEET,RENT_PRICE_PER_SQFT,STREET,CITY,ZIP_CODE,LATITUDE,LONGITUDE,RENT_TOTAL_COST_AFTER_30_YEARS
"29777 Sandy Ct, Cathedral City, CA 92234","$5,000.00",3,3,"1,841",$2.72,Sandy Ct,Cathedral City,92234,33.8325856,-116.4781822,"$3,243,500.33"
"27205 Avenida Quintana, Cathedral City, CA 92234","$2,995.00",3,2,"1,766",$1.70,Avenida Quintana,Cathedral City,92234,33.8505676,-116.4830413,"$1,942,856.70"
"98 Lakeview Cir, Cathedral City, CA 92234","$2,200.00",2,2,"1,152",$1.91,Lakeview Cir,Cathedral City,92234,33.8164941,-116.4877666,"$1,427,140.15"
"88 Via Las Flores, Rancho Mirage, CA 92270","$1,100.00",3,3,"2,333",$0.47,Via Las Flores,Rancho Mirage,92270,33.8126225,-116.4396779,"$713,570.07"
"68200 Vega Rd, Cathedral City, CA 92234","$3,290.00",3,2,"1,808",$1.82,Vega Rd,Cathedral City,92234,33.8270747,-116.4718756,"$2,134,223.22"
"68155 Galardo Rd, Cathedral City, CA 92234","$2,100.00",2,1,"1,000",$2.10,Galardo Rd,Cathedral City,92234,33.8256664,-116.4726935,"$1,362,270.14"
"68535 Perlita Rd, Cathedral City, CA 92234","$2,200.00",2,2,"1,079",$2.04,Perlita Rd,Cathedral City,92234,33.8284333,-116.4660427,"$1,427,140.15"
"69646 Calle La Costa, Cathedral City, CA 92234","$3,500.00",2,2,"1,755",$1.99,Calle La Costa,Cathedral City,92234,33.785031,-116.446268,"$2,270,450.23"
"30356 Avenida del Padre, Cathedral City, CA 92234","$2,995.00",3,2,"1,697",$1.76,Avenida del Padre,Cathedral City,92234,33.8279831,-116.4606597,"$1,942,856.70"
"31715 Avenida Alvera, Cathedral City, CA 92234","$5,500.00",4,2,"1,699",$3.24,Avenida Alvera,Cathedral City,92234,33.8184217,-116.4644217,"$3,567,850.36"
"31795 Avenida del Yermo, Cathedral City, CA 92234","$4,000.00",4,3,"1,994",$2.01,Avenida del Yermo,Cathedral City,92234,33.8175898,-116.4622521,"$2,594,800.26"
"38050 Vista Dr, Cathedral City, CA 92234","$3,395.00",3,2,"1,440",$2.36,Vista Dr,Cathedral City,92234,33.7720133,-116.4720686,"$2,202,336.72"
"32929 Desert Vista Rd, Cathedral City, CA 92234","$2,000.00",2,2,"1,000",$2.00,Desert Vista Rd,Cathedral City,92234,33.8091224,-116.4618782,"$1,297,400.13"
"1889 Marguerite St, Palm Springs, CA 92264","$5,500.00",4,2,"1,750",$3.14,Marguerite St,Palm Springs,92264,33.8004202,-116.4762647,"$3,567,850.36"
"67424 Zuni Ct, Cathedral City, CA 92234","$4,000.00",3,3,"1,860",$2.15,Zuni Ct,Cathedral City,92234,33.8402944,-116.4859219,"$2,594,800.26"
"38565 Charlesworth Dr, Cathedral City, CA 92234","$5,000.00",3,2,"1,118",$4.47,Charlesworth Dr,Cathedral City,92234,33.7683959,-116.4767694,"$3,243,500.33"
"39350 Juan Cir, Cathedral City, CA 92234","$4,999.00",2,2,"1,564",$3.20,Juan Cir,Cathedral City,92234,33.7622017,-116.4764032,"$3,242,851.63"
"35200 Cathedral Canyon Dr Unit G55, Cathedral City, CA 92234","$2,150.00",2,2,"1,384",$1.55,Cathedral Canyon Dr Unit G55,Cathedral City,92234,33.7915796,-116.4650613,"$1,394,705.14"
"35200 Cathedral Canyon Dr Unit H62, Cathedral City, CA 92234","$3,000.00",2,2,"1,384",$2.17,Cathedral Canyon Dr Unit H62,Cathedral City,92234,33.791738,-116.4646979,"$1,946,100.20"
"37949 Mountain Shadow Ln, Cathedral City, CA 92234","$3,000.00",3,2,"1,383",$2.17,Mountain Shadow Ln,Cathedral City,92234,33.7731286,-116.4740871,"$1,946,100.20"
"67300 W Chimayo Dr, Cathedral City, CA 92234","$4,500.00",3,2,"1,285",$3.50,W Chimayo Dr,Cathedral City,92234,33.8425006,-116.4904949,"$2,919,150.30"
"67733 N Portales Dr, Cathedral City, CA 92234","$2,400.00",2,2,"1,177",$2.04,N Portales Dr,Cathedral City,92234,33.8442171,-116.4807117,"$1,556,880.16"
"29788 Calle Tampico, Cathedral City, CA 92234","$3,000.00",3,3,"2,232",$1.34,Calle Tampico,Cathedral City,92234,33.8319556,-116.4422026,"$1,946,100.20"
"69333 E Palm Canyon Dr, Cathedral City, CA 92234","$1,700.00",1,1,400,$4.25,E Palm Canyon Dr,Cathedral City,92234,33.7745716,-116.4566532,"$1,102,790.11"
"67579 S Laguna Dr, Cathedral City, CA 92234","$6,300.00",2,3,"1,704",$3.70,S Laguna Dr,Cathedral City,92234,33.8339088,-116.4828249,"$4,086,810.42"
"67683 S Laguna Dr, Cathedral City, CA 92234","$5,000.00",2,3,"1,825",$2.74,S Laguna Dr,Cathedral City,92234,33.8339209,-116.4809429,"$3,243,500.33"
"31712 Avenida El Pueblo, Cathedral City, CA 92234","$2,395.00",3,2,"1,192",$2.01,Avenida El Pueblo,Cathedral City,92234,33.8177122,-116.46807,"$1,553,636.66"
"30679 Pinnacle Dr, Cathedral City, CA 92234","$4,000.00",3,2,"1,750",$2.29,Pinnacle Dr,Cathedral City,92234,33.8254882,-116.4524339,"$2,594,800.26"
"68392 Riviera Rd, Cathedral City, CA 92234","$3,000.00",3,2,"1,680",$1.79,Riviera Rd,Cathedral City,92234,33.8474732,-116.4695052,"$1,946,100.20"
"29902 Calle Colina, Cathedral City, CA 92234","$3,000.00",3,2,"2,232",$1.34,Calle Colina,Cathedral City,92234,33.830978,-116.4411734,"$1,946,100.20"
"32551 Shifting Sands Trl Unit 2, Cathedral City, CA 92234","$2,200.00",2,2,"1,250",$1.76,Shifting Sands Trl Unit 2,Cathedral City,92234,33.8119201,-116.4727355,"$1,427,140.15"
"69384 Sawgrass Rd, Cathedral City, CA 92234","$2,900.00",3,2,"1,700",$1.71,Sawgrass Rd,Cathedral City,92234,33.8279142,-116.4514369,"$1,881,230.19"
"94 Via Las Flores, Rancho Mirage, CA 92270","$1,000.00",3,3,"2,331",$0.43,Via Las Flores,Rancho Mirage,92270,33.8121452,-116.4398364,"$648,700.07"
"67707 Rio Pecos Dr, Cathedral City, CA 92234","$2,900.00",1,1,487,$5.95,Rio Pecos Dr,Cathedral City,92234,33.8560498,-116.4807236,"$1,881,230.19"
"67573 N Natoma Dr Unit 391, Cathedral City, CA 92234","$3,000.00",2,2,"1,177",$2.55,N Natoma Dr Unit 391,Cathedral City,92234,33.8415784,-116.4834229,"$1,946,100.20"
"67550 S Laguna Dr, Cathedral City, CA 92234","$5,500.00",2,3,"1,825",$3.01,S Laguna Dr,Cathedral City,92234,33.8343331,-116.4831429,"$3,567,850.36"
"30932 Osceola Pl, Cathedral City, CA 92234","$3,200.00",4,2,"1,927",$1.66,Osceola Pl,Cathedral City,92234,33.8240001,-116.4508835,"$2,075,840.21"
"168 Via Martelli, Rancho Mirage, CA 92270","$5,400.00",3,3,"2,184",$2.47,Via Martelli,Rancho Mirage,92270,33.8211718,-116.438981,"$3,502,980.36"
"67367 Zuni Ct, Cathedral City, CA 92234","$4,000.00",3,3,"1,951",$2.05,Zuni Ct,Cathedral City,92234,33.8396452,-116.4870042,"$2,594,800.26"
"192 Via San Lucia, Rancho Mirage, CA 92270","$3,997.00",3,2,"1,843",$2.17,Via San Lucia,Rancho Mirage,92270,33.8204814,-116.439176,"$2,592,854.16"
"99 Shoreline Dr, Rancho Mirage, CA 92270","$4,000.00",3,3,"2,102",$1.90,Shoreline Dr,Rancho Mirage,92270,33.7968305,-116.4488986,"$2,594,800.26"
"29680 W Trancas Dr, Cathedral City, CA 92234","$6,000.00",2,3,"1,525",$3.93,W Trancas Dr,Cathedral City,92234,33.8328654,-116.4795763,"$3,892,200.40"
"37795 Cathedral Canyon Dr Unit C, Cathedral City, CA 92234",$850.00,0,1,700,$1.21,Cathedral Canyon Dr Unit C,Cathedral City,92234,33.77402,-116.4670676,"$551,395.06"
"29348 W Laguna Dr, Cathedral City, CA 92234","$6,300.00",2,3,"1,650",$3.82,W Laguna Dr,Cathedral City,92234,33.8347392,-116.4851396,"$4,086,810.42"
"29170 W Laguna Dr, Cathedral City, CA 92234","$6,300.00",2,3,"1,425",$4.42,W Laguna Dr,Cathedral City,92234,33.8365178,-116.4863264,"$4,086,810.42"
"67645 S Natoma Dr, Cathedral City, CA 92234","$6,800.00",2,3,"1,686",$4.03,S Natoma Dr,Cathedral City,92234,33.8421566,-116.4827201,"$4,411,160.45"
"29860 Landau Blvd Unit B, Cathedral City, CA 92234","$2,295.00",3,2,"1,330",$1.73,Landau Blvd Unit B,Cathedral City,92234,33.8308901,-116.4752577,"$1,488,766.65"
"67632 S Natoma Dr, Cathedral City, CA 92234","$4,800.00",2,3,"1,425",$3.37,S Natoma Dr,Cathedral City,92234,33.8359004,-116.4828668,"$3,113,760.32"
"67988 Cancha Cheyenne, Cathedral City, CA 92234","$2,795.00",3,2,"1,488",$1.88,Cancha Cheyenne,Cathedral City,92234,33.8263236,-116.4547962,"$1,813,116.69"
"67646 S Natoma Dr, Cathedral City, CA 92234","$6,000.00",2,3,"1,686",$3.56,S Natoma Dr,Cathedral City,92234,33.8358806,-116.4821318,"$3,892,200.40"
"67727 S Natoma Dr, Cathedral City, CA 92234","$4,500.00",2,3,"1,425",$3.16,S Natoma Dr,Cathedral City,92234,33.8347649,-116.4789959,"$2,919,150.30"
"67659 S Natoma Dr, Cathedral City, CA 92234","$6,800.00",2,3,"1,684",$4.04,S Natoma Dr,Cathedral City,92234,33.8353903,-116.4816816,"$4,411,160.45"
"35378 Vista Montana Ct, Cathedral City, CA 92234","$4,500.00",3,3,"2,240",$2.01,Vista Montana Ct,Cathedral City,92234,33.7915972,-116.45063,"$2,919,150.30"
"68615 Paseo Soria, Cathedral City, CA 92234","$2,200.00",2,2,"1,462",$1.50,Paseo Soria,Cathedral City,92234,33.7974983,-116.4646558,"$1,427,140.15"
"4969 Davidson Way, Palm Springs, CA 92262","$4,000.00",3,4,"2,422",$1.65,Davidson Way,Palm Springs,92262,33.8325331,-116.4933643,"$2,594,800.26"
"4983 Motif Way, Palm Springs, CA 92262","$8,500.00",3,4,"2,184",$3.89,Motif Way,Palm Springs,92262,33.8310467,-116.4935103,"$5,513,950.56"
"68315 Modalo Rd, Cathedral City, CA 92234","$6,500.00",4,3,"1,743",$3.73,Modalo Rd,Cathedral City,92234,33.8275029,-116.4695576,"$4,216,550.43"
"69333 E Palm Canyon Dr Spc 88, Cathedral City, CA 92234","$1,800.00",2,1,596,$3.02,E Palm Canyon Dr Spc 88,Cathedral City,92234,33.7756606,-116.4559771,"$1,167,660.12"
"68145 Vega Rd, Cathedral City, CA 92234","$6,500.00",4,3,"1,743",$3.73,Vega Rd,Cathedral City,92234,33.8265645,-116.4729047,"$4,216,550.43"
"939 Bernardi Ln, Palm Springs, CA 92262","$1,200.00",3,3,"2,517",$0.48,Bernardi Ln,Palm Springs,92262,33.8369584,-116.4950308,"$778,440.08"
"929 Bernardi Ln, Palm Springs, CA 92262","$1,000.00",3,3,"2,579",$0.39,Bernardi Ln,Palm Springs,92262,33.8368345,-116.4949039,"$648,700.07"
"32450 Candlewood Dr Unit 17, Cathedral City, CA 92234","$2,175.00",2,2,"1,000",$2.18,Candlewood Dr Unit 17,Cathedral City,92234,33.8142314,-116.4731035,"$1,410,922.64"
"67385 Zuni Ct, Cathedral City, CA 92234","$7,000.00",3,3,"2,101",$3.33,Zuni Ct,Cathedral City,92234,33.8398208,-116.4864232,"$4,540,900.46"
"67372 Zuni Ct, Cathedral City, CA 92234","$7,000.00",3,4,"2,101",$3.33,Zuni Ct,Cathedral City,92234,33.8402219,-116.4866725,"$4,540,900.46"
"67296 Lakota Ct, Cathedral City, CA 92234","$6,300.00",3,3,"1,860",$3.39,Lakota Ct,Cathedral City,92234,33.8389719,-116.4877651,"$4,086,810.42"
"32450 Candlewood Dr Unit 7, Cathedral City, CA 92234","$2,175.00",2,2,"1,000",$2.18,Candlewood Dr Unit 7,Cathedral City,92234,33.8142314,-116.4731035,"$1,410,922.64"
"2 Iridium Way, Rancho Mirage, CA 92270","$8,000.00",4,3,"2,583",$3.10,Iridium Way,Rancho Mirage,92270,33.8267257,-116.4402253,"$5,189,600.53"
"67821 N Portales Dr Unit 251, Cathedral City, CA 92234","$3,800.00",2,2,"1,177",$3.23,N Portales Dr Unit 251,Cathedral City,92234,33.8443671,-116.4793353,"$2,465,060.25"
"6598 Tesla Ln, Palm Springs, CA 92264","$7,900.00",3,3,"2,295",$3.44,Tesla Ln,Palm Springs,92264,33.801582,-116.475795,"$5,124,730.52"
"67553 N Portales Dr Unit 288, Cathedral City, CA 92234","$4,200.00",2,2,"1,212",$3.47,N Portales Dr Unit 288,Cathedral City,92234,33.8442307,-116.4835543,"$2,724,540.28"
"29118 Desert Princess Dr Unit 702, Cathedral City, CA 92234","$4,200.00",2,2,"1,212",$3.47,Desert Princess Dr Unit 702,Cathedral City,92234,33.837217,-116.480058,"$2,724,540.28"
"28868 Isleta Ct Unit 702, Cathedral City, CA 92234","$4,900.00",2,2,"1,285",$3.81,Isleta Ct Unit 702,Cathedral City,92234,33.8388254,-116.4776803,"$3,178,630.32"
"5861 Los Santos Dr, Palm Springs, CA 92264","$1,950.00",2,2,"1,066",$1.83,Los Santos Dr,Palm Springs,92264,33.7953091,-116.4834227,"$1,264,965.13"
"67328 Cumbres Ct Unit 702, Cathedral City, CA 92234","$3,200.00",1,2,851,$3.76,Cumbres Ct Unit 702,Cathedral City,92234,33.8432566,-116.487342,"$2,075,840.21"
"28984 Desert Princess Dr Unit 702, Cathedral City, CA 92234","$3,400.00",1,2,851,$4.00,Desert Princess Dr Unit 702,Cathedral City,92234,33.8379222,-116.4806201,"$2,205,580.23"
"29070 Landau Blvd Unit 4, Cathedral City, CA 92234","$1,800.00",2,2,"1,226",$1.47,Landau Blvd Unit 4,Cathedral City,92234,33.8370122,-116.4754623,"$1,167,660.12"
"29046 Desert Princess Dr Unit 702, Palm Springs, CA 92262","$3,500.00",1,1,900,$3.89,Desert Princess Dr Unit 702,Palm Springs,92262,33.8376802,-116.4804433,"$2,270,450.23"
"69333 E Palm Canyon Dr Spc 221, Cathedral City, CA 92234","$1,600.00",1,1,400,$4.00,E Palm Canyon Dr Spc 221,Cathedral City,92234,33.7743983,-116.4563219,"$1,037,920.11"
"67399 Toltec Ct, Cathedral City, CA 92234","$3,400.00",1,2,851,$4.00,Toltec Ct,Cathedral City,92234,33.8427741,-116.4863051,"$2,205,580.23"
"67499 Toltec Ct, Cathedral City, CA 92234","$3,400.00",1,2,851,$4.00,Toltec Ct,Cathedral City,92234,33.8428569,-116.4844467,"$2,205,580.23"
"67463 Toltec Ct, Cathedral City, CA 92234","$3,600.00",1,2,851,$4.23,Toltec Ct,Cathedral City,92234,33.842715,-116.4849241,"$2,335,320.24"
"68563 Paseo Real, Cathedral City, CA 92234","$2,600.00",2,3,"1,505",$1.73,Paseo Real,Cathedral City,92234,33.793712,-116.4659322,"$1,686,620.17"
"2302 Albee St, Eureka, CA 95501","$1,500.00",3,3,"1,399",$1.07,Albee St,Eureka,95501,40.7869553,-124.1764101,"$973,050.10"
"1550 Chabot Ct, Eureka, CA 95503","$3,200.00",3,3,"1,885",$1.70,Chabot Ct,Eureka,95503,40.7578909,-124.1529889,"$2,075,840.21"
"2416 Greenwood Heights Dr, Kneeland, CA 95549","$2,700.00",3,2,"1,600",$1.69,Greenwood Heights Dr,Kneeland,95549,40.7950021,-124.0569268,"$1,751,490.18"
"1940 Heartwood Dr, McKinleyville, CA 95519","$2,500.00",3,2,"1,496",$1.67,Heartwood Dr,McKinleyville,95519,40.9382098,-124.0932679,"$1,621,750.17"
"132 Pepperwood Ln, Arcata, CA 95521","$5,000.00",4,3,"2,374",$2.11,Pepperwood Ln,Arcata,95521,40.8980864,-124.0666513,"$3,243,500.33"
"1686 Quaker St, Eureka, CA 95501","$2,150.00",3,1,940,$2.29,Quaker St,Eureka,95501,40.7939711,-124.126485,"$1,394,705.14"
"36 Samoa Ct, Samoa, CA 95564","$3,850.00",6,3,"3,515",$1.10,Samoa Ct,Samoa,95564,40.8171782,-124.1879601,"$2,497,495.26"
"2287 Western Ave, Arcata, CA 95521","$3,200.00",4,3,"1,750",$1.83,Western Ave,Arcata,95521,40.8816476,-124.0913604,"$2,075,840.21"
"330 W 4th St Unit 1, Chico, CA 95928","$3,500.00",4,3,"1,255",$2.79,W 4th St Unit 1,Chico,95928,39.7275026,-121.8413655,"$2,270,450.23"
"19555 E Calora St, Covina, CA 91724","$3,500.00",3,2,"1,100",$3.18,E Calora St,Covina,91724,34.1046236,-117.8706623,"$2,270,450.23"
"1306 N Eastbury Ave, Covina, CA 91722","$3,450.00",3,1,"1,048",$3.29,N Eastbury Ave,Covina,91722,34.1032206,-117.9018428,"$2,238,015.23"
"19545 E Cienega Ave, Covina, CA 91724","$2,850.00",2,2,"1,200",$2.38,E Cienega Ave,Covina,91724,34.1035296,-117.8710766,"$1,848,795.19"
"15823 E Queenside Dr, Covina, CA 91722","$2,300.00",1,1,400,$5.75,E Queenside Dr,Covina,91722,34.0937809,-117.9357982,"$1,492,010.15"
"260 E Puente St, Covina, CA 91723","$2,950.00",2,1,800,$3.69,E Puente St,Covina,91723,34.0824539,-117.8864414,"$1,913,665.20"
"644 S Hollenbeck Ave, Covina, CA 91723","$1,600.00",0,1,510,$3.14,S Hollenbeck Ave,Covina,91723,34.0780463,-117.8986049,"$1,037,920.11"
"800 S Azusa Ave, Azusa, CA 91702","$2,199.00",2,2,990,$2.22,S Azusa Ave,Azusa,91702,34.1089077,-117.9057033,"$1,426,491.45"
"530 N Chardonnay Dr, Covina, CA 91723","$2,800.00",2,3,"1,560",$1.79,N Chardonnay Dr,Covina,91723,34.0908382,-117.8933199,"$1,816,360.19"
"662 S 2nd Ave Unit 1/2, Covina, CA 91723","$2,600.00",2,1,700,$3.71,S 2nd Ave Unit 1/2,Covina,91723,34.0775997,-117.8872139,"$1,686,620.17"
"449 E Puente St Unit D, Covina, CA 91723","$2,395.00",2,2,"1,000",$2.40,E Puente St Unit D,Covina,91723,34.0828554,-117.8821591,"$1,553,636.66"
"110 Scratch Rd, Covina, CA 91722","$3,980.00",5,4,"1,705",$2.33,Scratch Rd,Covina,91722,34.0873483,-117.912422,"$2,581,826.26"
"1171 W Badillo St Unit 12, Covina, CA 91722","$2,650.00",2,2,"1,000",$2.65,W Badillo St Unit 12,Covina,91722,34.0868243,-117.9140709,"$1,719,055.18"
"265 E Navilla Pl Unit 209, Covina, CA 91723","$1,695.00",1,1,750,$2.26,E Navilla Pl Unit 209,Covina,91723,34.081377,-117.8859905,"$1,099,546.61"
"565 E Arrow Hwy Unit 20, Azusa, CA 91702","$1,725.00",1,1,560,$3.08,E Arrow Hwy Unit 20,Azusa,91702,34.1070278,-117.9002832,"$1,119,007.61"
"4420 N Lyman Ave Unit 4426, Covina, CA 91724","$3,300.00",3,2,"1,597",$2.07,N Lyman Ave Unit 4426,Covina,91724,34.0934928,-117.8496188,"$2,140,710.22"
"808 N Azusa Ave Unit 26, West Covina, CA 91791","$2,595.00",2,1,"1,080",$2.40,N Azusa Ave Unit 26,West Covina,91791,34.08511,-117.9072014,"$1,683,376.67"
"573 E Arrow Hwy, Azusa, CA 91702","$3,100.00",2,3,"1,210",$2.56,E Arrow Hwy,Azusa,91702,34.107084,-117.899685,"$2,010,970.21"
"321 S San Jose Ave Unit 29, Covina, CA 91723","$2,550.00",2,2,"1,090",$2.34,S San Jose Ave Unit 29,Covina,91723,34.0834428,-117.8838323,"$1,654,185.17"
"219 E Puente St Unit C, Covina, CA 91723","$2,350.00",2,2,"1,050",$2.24,E Puente St Unit C,Covina,91723,34.082935,-117.8874783,"$1,524,445.16"
"781 W San Bernardino Rd, Covina, CA 91722","$2,150.00",0,2,"1,200",$1.79,W San Bernardino Rd,Covina,91722,34.0897026,-117.9053609,"$1,394,705.14"
"375 N Prospero Dr Unit 6, Covina, CA 91723","$1,575.00",1,1,650,$2.42,N Prospero Dr Unit 6,Covina,91723,34.0898028,-117.8788724,"$1,021,702.60"
"812 N Azusa Ave Unit 17, West Covina, CA 91791","$2,425.00",2,1,"1,080",$2.25,N Azusa Ave Unit 17,West Covina,91791,34.085302,-117.9075166,"$1,573,097.66"
"21363 E Calora St, Covina, CA 91724","$3,500.00",3,2,"1,226",$2.85,E Calora St,Covina,91724,34.1054338,-117.8386134,"$2,270,450.23"
"717 Knollwood Ln, San Dimas, CA 91773","$3,500.00",3,3,"1,452",$2.41,Knollwood Ln,San Dimas,91773,34.0975565,-117.8052824,"$2,270,450.23"
"835 N Oakway Ave, San Dimas, CA 91773","$3,975.00",3,2,"1,020",$3.90,N Oakway Ave,San Dimas,91773,34.1168687,-117.8179471,"$2,578,582.76"
"1411 Cypress St, San Dimas, CA 91773","$2,600.00",2,1,884,$2.94,Cypress St,San Dimas,91773,34.096881,-117.836392,"$1,686,620.17"
"222 W 4th St, San Dimas, CA 91773","$3,800.00",3,2,"1,046",$3.63,W 4th St,San Dimas,91773,34.1104928,-117.8103449,"$2,465,060.25"
"301 N San Dimas Canyon Rd, San Dimas, CA 91773","$1,950.00",2,2,"1,150",$1.70,N San Dimas Canyon Rd,San Dimas,91773,34.108931,-117.7942996,"$1,264,965.13"
"315 Silton Ave, San Dimas, CA 91773","$4,000.00",3,4,"1,040",$3.85,Silton Ave,San Dimas,91773,34.1041464,-117.8092895,"$2,594,800.26"
"834 Maria Ave Unit 834, La Verne, CA 91750","$2,700.00",2,3,"1,200",$2.25,Maria Ave Unit 834,La Verne,91750,34.1074308,-117.7905901,"$1,751,490.18"
"2115 Stratford Way, La Verne, CA 91750","$4,350.00",5,3,"2,210",$1.97,Stratford Way,La Verne,91750,34.103986,-117.7904803,"$2,821,845.29"
"21363 E Calora St, Covina, CA 91724","$3,500.00",3,2,"1,226",$2.85,E Calora St,Covina,91724,34.1054338,-117.8386134,"$2,270,450.23"
"2355 Via Fresa, San Dimas, CA 91773","$4,200.00",4,3,"2,195",$1.91,Via Fresa,San Dimas,91773,34.0678356,-117.8315017,"$2,724,540.28"
"1230 Oakmead Ln, La Verne, CA 91750","$5,500.00",3,4,"2,072",$2.65,Oakmead Ln,La Verne,91750,34.1439902,-117.7723623,"$3,567,850.36"
"2068 Paseo Ambar, San Dimas, CA 91773","$3,800.00",3,3,"1,848",$2.06,Paseo Ambar,San Dimas,91773,34.0738147,-117.8155745,"$2,465,060.25"
"2311 E Curtis Ct, Glendora, CA 91741","$5,990.00",3,3,"1,727",$3.47,E Curtis Ct,Glendora,91741,34.1274555,-117.8183893,"$3,885,713.40"
"2425 E Curtis Ct, Glendora, CA 91741","$3,050.00",2,3,"1,727",$1.77,E Curtis Ct,Glendora,91741,34.1273822,-117.81748,"$1,978,535.20"
"270 S San Dimas Ave, San Dimas, CA 91773","$3,950.00",2,3,"2,000",$1.98,S San Dimas Ave,San Dimas,91773,34.1049096,-117.8068157,"$2,562,365.26"
"424 Heatherglen Ln, San Dimas, CA 91773","$3,600.00",3,3,"1,270",$2.83,Heatherglen Ln,San Dimas,91773,34.1251576,-117.8138047,"$2,335,320.24"
"6941 Wheeler Ave, La Verne, CA 91750","$6,000.00",4,3,"2,107",$2.85,Wheeler Ave,La Verne,91750,34.1414952,-117.7718558,"$3,892,200.40"
"930 N San Dimas Ave Unit 14, San Dimas, CA 91773","$2,395.00",2,1,950,$2.52,N San Dimas Ave Unit 14,San Dimas,91773,34.1187034,-117.806598,"$1,553,636.66"
"150 Citrus Ranch Rd, San Dimas, CA 91773","$3,400.00",3,3,"1,740",$1.95,Citrus Ranch Rd,San Dimas,91773,34.1019637,-117.8087092,"$2,205,580.23"
"144 W Baseline Rd Unit 1, San Dimas, CA 91773","$2,200.00",2,1,962,$2.29,W Baseline Rd Unit 1,San Dimas,91773,34.1209452,-117.8087926,"$1,427,140.15"
"2356 Calle Petula Unit Villas, San Dimas, CA 91773","$6,850.00",3,3,"1,700",$4.03,Calle Petula Unit Villas,San Dimas,91773,34.0661921,-117.8208009,"$4,443,595.45"
"930 N San Dimas Ave Unit 21, San Dimas, CA 91773","$2,250.00",2,1,950,$2.37,N San Dimas Ave Unit 21,San Dimas,91773,34.1187034,-117.806598,"$1,459,575.15"
"209 W 2nd St Unit 209, San Dimas, CA 91773","$2,795.00",2,1,975,$2.87,W 2nd St Unit 209,San Dimas,91773,34.1088673,-117.8098321,"$1,813,116.69"
"140 W 5th St Unit 4, San Dimas, CA 91773","$2,495.00",2,1,850,$2.94,W 5th St Unit 4,San Dimas,91773,34.1113873,-117.8090025,"$1,618,506.67"
"286 Teague Dr, San Dimas, CA 91773","$3,000.00",2,2,"1,180",$2.54,Teague Dr,San Dimas,91773,34.1008773,-117.8038402,"$1,946,100.20"
"931 Establo St, Calexico, CA 92231","$2,450.00",3,2,"1,600",$1.53,Establo St,Calexico,92231,32.6902975,-115.4891781,"$1,589,315.16"
"2216 Nixon Ave, Calexico, CA 92231","$1,250.00",1,1,700,$1.79,Nixon Ave,Calexico,92231,32.691164,-115.4709647,"$810,875.08"
"115 Temple Ct, Calexico, CA 92231","$2,375.00",3,2,"1,263",$1.88,Temple Ct,Calexico,92231,32.6749617,-115.4968257,"$1,540,662.66"
"988 Salvador Guilin St, Calexico, CA 92231","$2,250.00",4,2,"1,248",$1.80,Salvador Guilin St,Calexico,92231,32.6772923,-115.5198301,"$1,459,575.15"
"47714 Date Palm Ct, Palm Desert, CA 92260","$2,499.00",2,2,"1,248",$2.00,Date Palm Ct,Palm Desert,92260,33.7013722,-116.3769905,"$1,621,101.47"
"77530 Carinda Ct, Palm Desert, CA 92211","$3,399.00",3,3,"2,220",$1.53,Carinda Ct,Palm Desert,92211,33.7555627,-116.3121408,"$2,204,931.53"
"72810 Deer Grass Dr, Palm Desert, CA 92260","$2,999.00",3,3,"2,170",$1.38,Deer Grass Dr,Palm Desert,92260,33.7040477,-116.3942633,"$1,945,451.50"
"42667 Cardiff St, Palm Desert, CA 92211","$2,999.00",4,2,"1,916",$1.57,Cardiff St,Palm Desert,92211,33.7388007,-116.306817,"$1,945,451.50"
"73426 Irontree Dr, Palm Desert, CA 92260","$3,799.00",2,2,"1,426",$2.66,Irontree Dr,Palm Desert,92260,33.6910402,-116.3846858,"$2,464,411.55"
